[run number];breeding-habitat-number;feeding-habitat-number;percent-specialized-bees;breeding-habitat-size;max-distance-breed;max-distance-feed;feeding-habitat-size;bee-number;min-distance-breed;min-distance-feed;[step];count specialized-bees;count bees - count specialized-bees;count bees;count crops;count wildflowers;count flowers with [color = cyan];count flowers;sum [seeds] of crops;count agriculture;count feeding-habitat;count breeding-habitat
1799;5;3;0.5;3;1;1;1;10;3;5;2199;0;4;4;25512;17;16;25529;299;2553;3;45
1798;5;3;0.5;3;1;1;1;10;3;5;2199;0;10;10;25513;30;18;25543;685;2553;3;45
1801;5;3;0.5;3;1;1;1;10;5;1;2199;0;4;4;25513;30;30;25543;302;2553;3;45
1802;5;3;0.5;3;1;1;1;10;5;1;2199;0;2;2;25509;30;29;25539;143;2553;3;45
1805;5;3;0.5;3;1;1;1;10;5;3;2199;0;4;4;25519;23;9;25542;292;2553;3;45
1804;5;3;0.5;3;1;1;1;10;5;3;2199;0;5;5;25509;20;10;25529;339;2553;3;45
1803;5;3;0.5;3;1;1;1;10;5;1;2199;0;8;8;25509;30;18;25539;604;2553;3;45
1806;5;3;0.5;3;1;1;1;10;5;3;2199;0;3;3;25490;12;12;25502;220;2553;3;45
1807;5;3;0.5;3;1;1;1;10;5;5;2199;0;8;8;25500;30;30;25530;549;2553;3;45
1809;5;3;0.5;3;1;1;1;10;5;5;2199;0;4;4;25507;30;30;25537;299;2553;3;45
1808;5;3;0.5;3;1;1;1;10;5;5;2199;0;7;7;25515;23;11;25538;526;2553;3;45
1815;5;3;0.5;3;1;1;3;10;1;3;2199;7;40;47;25269;270;265;25539;2773;2529;27;45
1817;5;3;0.5;3;1;1;3;10;1;5;2199;9;25;34;25279;187;182;25466;1597;2529;27;45
1812;5;3;0.5;3;1;1;3;10;1;1;2199;11;58;69;25269;270;264;25539;4007;2529;27;45
1811;5;3;0.5;3;1;1;3;10;1;1;2199;29;49;78;25273;270;257;25543;3188;2529;27;45
1821;5;3;0.5;3;1;1;3;10;3;1;2199;0;25;25;25269;270;204;25539;1726;2529;27;45
1810;5;3;0.5;3;1;1;3;10;1;1;2199;28;72;100;25266;270;252;25536;4667;2529;27;45
1813;5;3;0.5;3;1;1;3;10;1;3;2199;30;35;65;25263;270;265;25533;2388;2529;27;45
1814;5;3;0.5;3;1;1;3;10;1;3;2199;11;66;77;25269;270;242;25539;4600;2529;27;45
1818;5;3;0.5;3;1;1;3;10;1;5;2199;17;43;60;25267;270;262;25537;2964;2529;27;45
1816;5;3;0.5;3;1;1;3;10;1;5;2199;19;69;88;25263;270;265;25533;4662;2529;27;45
1820;5;3;0.5;3;1;1;3;10;3;1;2199;12;38;50;25442;90;85;25532;2695;2547;9;45
1819;5;3;0.5;3;1;1;3;10;3;1;2199;26;56;82;25274;270;257;25544;3888;2529;27;45
1828;5;3;0.5;3;1;1;3;10;5;1;2199;0;8;8;25264;135;101;25399;573;2529;27;45
1826;5;3;0.5;3;1;1;3;10;3;5;2199;8;8;16;25270;265;257;25535;571;2529;27;45
1830;5;3;0.5;3;1;1;3;10;5;1;2199;1;16;17;25275;270;267;25545;1130;2529;27;45
1831;5;3;0.5;3;1;1;3;10;5;3;2199;0;16;16;25268;255;211;25523;1129;2529;27;45
1827;5;3;0.5;3;1;1;3;10;3;5;2199;21;30;51;25266;238;236;25504;2144;2529;27;45
1829;5;3;0.5;3;1;1;3;10;5;1;2199;7;37;44;25270;270;207;25540;2619;2529;27;45
1833;5;3;0.5;3;1;1;3;10;5;3;2199;0;21;21;25276;176;88;25452;1482;2529;27;45
1824;5;3;0.5;3;1;1;3;10;3;3;2199;21;57;78;25257;270;266;25527;4090;2529;27;45
1822;5;3;0.5;3;1;1;3;10;3;3;2199;37;65;102;25267;270;259;25537;4415;2529;27;45
1823;5;3;0.5;3;1;1;3;10;3;3;2199;26;70;96;25263;270;234;25533;4913;2529;27;45
1825;5;3;0.5;3;1;1;3;10;3;5;2199;31;43;74;25261;270;268;25531;2999;2529;27;45
1832;5;3;0.5;3;1;1;3;10;5;3;2199;17;69;86;25270;270;211;25540;4777;2529;27;45
1835;5;3;0.5;3;1;1;3;10;5;5;2199;13;68;81;25257;270;138;25527;4841;2529;27;45
1834;5;3;0.5;3;1;1;3;10;5;5;2199;30;43;73;25252;270;261;25522;3097;2529;27;45
1845;5;3;0.5;3;1;1;5;10;1;5;2199;44;33;77;24785;743;722;25528;2165;2481;75;45
1836;5;3;0.5;3;1;1;3;10;5;5;2199;37;85;122;25271;270;183;25541;6037;2529;27;45
1840;5;3;0.5;3;1;1;5;10;1;3;2199;39;83;122;24786;731;609;25517;5534;2481;75;45
1843;5;3;0.5;3;1;1;5;10;1;5;2199;24;64;88;24796;723;704;25519;4084;2481;75;45
1839;5;3;0.5;3;1;1;5;10;1;1;2199;26;125;151;24781;744;696;25525;7606;2481;75;45
1842;5;3;0.5;3;1;1;5;10;1;3;2199;47;87;134;24787;737;703;25524;5000;2481;75;45
1844;5;3;0.5;3;1;1;5;10;1;5;2199;26;93;119;24796;739;726;25535;6320;2481;75;45
1837;5;3;0.5;3;1;1;5;10;1;1;2199;83;132;215;24802;750;715;25552;8159;2481;75;45
1841;5;3;0.5;3;1;1;5;10;1;3;2199;59;131;190;24796;750;721;25546;8738;2481;75;45
1847;5;3;0.5;3;1;1;5;10;3;1;2199;28;86;114;24792;746;725;25538;5685;2481;75;45
1846;5;3;0.5;3;1;1;5;10;3;1;2199;59;77;136;24789;711;704;25500;5110;2481;75;45
1838;5;3;0.5;3;1;1;5;10;1;1;2199;89;147;236;24797;750;726;25547;9790;2481;75;45
1855;5;3;0.5;3;1;1;5;10;5;1;2199;10;23;33;24790;671;629;25461;1398;2481;75;45
1853;5;3;0.5;3;1;1;5;10;3;5;2199;26;67;93;24804;744;701;25548;4492;2481;75;45
1854;5;3;0.5;3;1;1;5;10;3;5;2199;17;72;89;24785;742;675;25527;4697;2481;75;45
1856;5;3;0.5;3;1;1;5;10;5;1;2199;5;26;31;24791;531;480;25322;1724;2481;75;45
1851;5;3;0.5;3;1;1;5;10;3;3;2199;51;67;118;24795;741;734;25536;4752;2481;75;45
1852;5;3;0.5;3;1;1;5;10;3;5;2199;69;45;114;24802;750;745;25552;3099;2481;75;45
1850;5;3;0.5;3;1;1;5;10;3;3;2199;55;82;137;24790;744;721;25534;5477;2481;75;45
1849;5;3;0.5;3;1;1;5;10;3;3;2199;67;102;169;24800;750;724;25550;6619;2481;75;45
1857;5;3;0.5;3;1;1;5;10;5;1;2199;0;97;97;24780;485;208;25265;6488;2481;75;45
1864;5;3;0.5;5;1;1;1;10;1;1;2199;0;3;3;24723;30;30;24753;195;2473;3;125
1865;5;3;0.5;5;1;1;1;10;1;1;2199;0;4;4;24712;30;30;24742;253;2473;3;125
1866;5;3;0.5;5;1;1;1;10;1;1;2199;0;7;7;24708;21;20;24729;561;2473;3;125
1867;5;3;0.5;5;1;1;1;10;1;3;2199;0;5;5;24711;26;24;24737;367;2473;3;125
1862;5;3;0.5;3;1;1;5;10;5;5;2199;35;22;57;24796;629;593;25425;1440;2481;75;45
1868;5;3;0.5;5;1;1;1;10;1;3;2199;0;3;3;24711;20;20;24731;219;2473;3;125
1859;5;3;0.5;3;1;1;5;10;5;3;2199;42;88;130;24801;723;544;25524;5888;2481;75;45
1869;5;3;0.5;5;1;1;1;10;1;3;2199;0;2;2;24709;30;30;24739;139;2473;3;125
1870;5;3;0.5;5;1;1;1;10;1;5;2199;0;3;3;24718;30;30;24748;205;2473;3;125
1861;5;3;0.5;3;1;1;5;10;5;5;2199;47;54;101;24779;750;750;25529;3774;2481;75;45
1848;5;3;0.5;3;1;1;5;10;3;1;2199;109;141;250;24792;750;712;25542;9061;2481;75;45
1871;5;3;0.5;5;1;1;1;10;1;5;2199;0;4;4;24706;21;21;24727;320;2473;3;125
1858;5;3;0.5;3;1;1;5;10;5;3;2199;88;100;188;24791;750;732;25541;6846;2481;75;45
1874;5;3;0.5;5;1;1;1;10;3;1;2199;0;3;3;24699;21;21;24720;228;2473;3;125
1875;5;3;0.5;5;1;1;1;10;3;1;2199;0;2;2;24698;0;0;24698;141;2473;3;125
1873;5;3;0.5;5;1;1;1;10;3;1;2199;0;3;3;24714;25;24;24739;196;2473;3;125
1872;5;3;0.5;5;1;1;1;10;1;5;2199;0;7;7;24715;30;29;24745;524;2473;3;125
1876;5;3;0.5;5;1;1;1;10;3;3;2199;0;1;1;24706;27;24;24733;67;2473;3;125
1860;5;3;0.5;3;1;1;5;10;5;3;2199;57;100;157;24795;750;728;25545;6897;2481;75;45
1878;5;3;0.5;5;1;1;1;10;3;3;2199;0;3;3;24709;27;19;24736;202;2473;3;125
1877;5;3;0.5;5;1;1;1;10;3;3;2199;0;4;4;24708;30;13;24738;297;2473;3;125
1863;5;3;0.5;3;1;1;5;10;5;5;2199;22;144;166;24798;750;697;25548;9842;2481;75;45
1879;5;3;0.5;5;1;1;1;10;3;5;2199;0;2;2;24712;14;14;24726;125;2473;3;125
1880;5;3;0.5;5;1;1;1;10;3;5;2199;0;4;4;24699;20;20;24719;270;2473;3;125
1881;5;3;0.5;5;1;1;1;10;3;5;2199;0;4;4;24703;28;27;24731;260;2473;3;125
1882;5;3;0.5;5;1;1;1;10;5;1;2199;0;4;4;24712;10;10;24722;305;2474;2;125
1884;5;3;0.5;5;1;1;1;10;5;1;2199;0;0;0;24731;10;10;24741;0;2475;1;125
1883;5;3;0.5;5;1;1;1;10;5;1;2199;0;5;5;24725;20;20;24745;352;2474;2;125
1885;5;3;0.5;5;1;1;1;10;5;3;2199;0;7;7;24695;17;12;24712;509;2473;3;125
1886;5;3;0.5;5;1;1;1;10;5;3;2199;0;2;2;24708;10;10;24718;146;2473;3;125
1888;5;3;0.5;5;1;1;1;10;5;5;2199;0;3;3;24728;10;10;24738;218;2475;1;125
1887;5;3;0.5;5;1;1;1;10;5;3;2199;0;6;6;24721;20;10;24741;412;2474;2;125
1889;5;3;0.5;5;1;1;1;10;5;5;2199;0;4;4;24713;10;0;24723;265;2474;2;125
1890;5;3;0.5;5;1;1;1;10;5;5;2199;0;5;5;24709;10;0;24719;365;2473;3;125
1891;5;3;0.5;5;1;1;3;10;1;1;2199;12;21;33;24466;270;267;24736;1341;2449;27;125
1894;5;3;0.5;5;1;1;3;10;1;3;2199;1;9;10;24473;270;269;24743;569;2449;27;125
1892;5;3;0.5;5;1;1;3;10;1;1;2199;4;53;57;24473;270;205;24743;3403;2449;27;125
1897;5;3;0.5;5;1;1;3;10;1;5;2199;6;15;21;24474;175;165;24649;1002;2449;27;125
1895;5;3;0.5;5;1;1;3;10;1;3;2199;15;30;45;24473;270;266;24743;1900;2449;27;125
1902;5;3;0.5;5;1;1;3;10;3;1;2199;1;17;18;24466;258;252;24724;1081;2449;27;125
1893;5;3;0.5;5;1;1;3;10;1;1;2199;22;44;66;24467;270;268;24737;3037;2449;27;125
1900;5;3;0.5;5;1;1;3;10;3;1;2199;26;24;50;24562;180;178;24742;1491;2458;18;125
1899;5;3;0.5;5;1;1;3;10;1;5;2199;30;17;47;24463;267;222;24730;1131;2449;27;125
1896;5;3;0.5;5;1;1;3;10;1;3;2199;36;56;92;24471;270;255;24741;4013;2449;27;125
1898;5;3;0.5;5;1;1;3;10;1;5;2199;21;58;79;24473;182;158;24655;3650;2449;27;125
1901;5;3;0.5;5;1;1;3;10;3;1;2199;26;61;87;24552;180;173;24732;4012;2458;18;125
1911;5;3;0.5;5;1;1;3;10;5;1;2199;3;14;17;24469;249;225;24718;944;2449;27;125
1909;5;3;0.5;5;1;1;3;10;5;1;2199;4;22;26;24460;180;180;24640;1528;2449;27;125
1906;5;3;0.5;5;1;1;3;10;3;5;2199;37;27;64;24471;270;269;24741;1826;2449;27;125
1910;5;3;0.5;5;1;1;3;10;5;1;2199;8;25;33;24462;263;257;24725;1686;2449;27;125
1908;5;3;0.5;5;1;1;3;10;3;5;2199;33;12;45;24466;239;189;24705;777;2449;27;125
1903;5;3;0.5;5;1;1;3;10;3;3;2199;41;59;100;24474;270;265;24744;3985;2449;27;125
1912;5;3;0.5;5;1;1;3;10;5;3;2199;12;12;24;24469;270;262;24739;848;2449;27;125
1904;5;3;0.5;5;1;1;3;10;3;3;2199;43;52;95;24473;270;262;24743;3290;2449;27;125
1914;5;3;0.5;5;1;1;3;10;5;3;2199;6;14;20;24472;252;250;24724;909;2449;27;125
1907;5;3;0.5;5;1;1;3;10;3;5;2199;33;45;78;24479;270;265;24749;3074;2449;27;125
1905;5;3;0.5;5;1;1;3;10;3;3;2199;47;57;104;24478;270;258;24748;3835;2449;27;125
1913;5;3;0.5;5;1;1;3;10;5;3;2199;30;5;35;24568;180;180;24748;362;2458;18;125
1917;5;3;0.5;5;1;1;3;10;5;5;2199;2;33;35;24464;270;261;24734;2197;2449;27;125
1916;5;3;0.5;5;1;1;3;10;5;5;2199;30;9;39;24475;270;265;24745;632;2449;27;125
1924;5;3;0.5;5;1;1;5;10;1;5;2199;18;33;51;23995;351;291;24346;2220;2401;75;125
1921;5;3;0.5;5;1;1;5;10;1;3;2199;36;47;83;23993;256;248;24249;3076;2401;75;125
1915;5;3;0.5;5;1;1;3;10;5;5;2199;28;74;102;24457;213;188;24670;4884;2449;27;125
1927;5;3;0.5;5;1;1;5;10;3;1;2199;0;6;6;24748;0;0;24748;379;2476;0;125
1922;5;3;0.5;5;1;1;5;10;1;3;2199;58;43;101;23992;686;610;24678;2778;2401;75;125
1923;5;3;0.5;5;1;1;5;10;1;3;2199;43;64;107;23995;694;517;24689;4100;2401;75;125
1919;5;3;0.5;5;1;1;5;10;1;1;2199;58;71;129;24001;743;660;24744;4681;2401;75;125
1918;5;3;0.5;5;1;1;5;10;1;1;2199;52;87;139;23992;750;728;24742;5890;2401;75;125
1926;5;3;0.5;5;1;1;5;10;1;5;2199;52;72;124;23999;750;713;24749;4453;2401;75;125
1928;5;3;0.5;5;1;1;5;10;3;1;2199;7;82;89;24248;467;237;24715;5029;2426;50;125
1925;5;3;0.5;5;1;1;5;10;1;5;2199;73;56;129;23997;726;695;24723;3825;2401;75;125
1929;5;3;0.5;5;1;1;5;10;3;1;2199;6;32;38;23987;602;577;24589;2018;2401;75;125
1934;5;3;0.5;5;1;1;5;10;3;5;2199;24;46;70;23990;695;378;24685;2958;2401;75;125
1936;5;3;0.5;5;1;1;5;10;5;1;2199;12;31;43;24235;481;426;24716;1900;2426;50;125
1938;5;3;0.5;5;1;1;5;10;5;1;2199;11;27;38;23993;587;544;24580;1639;2401;75;125
1920;5;3;0.5;5;1;1;5;10;1;1;2199;168;72;240;23993;750;742;24743;4797;2401;75;125
1933;5;3;0.5;5;1;1;5;10;3;5;2199;25;81;106;23996;743;661;24739;5266;2401;75;125
1930;5;3;0.5;5;1;1;5;10;3;3;2199;81;79;160;23996;750;713;24746;4784;2401;75;125
1931;5;3;0.5;5;1;1;5;10;3;3;2199;71;107;178;23996;750;598;24746;7015;2401;75;125
1935;5;3;0.5;5;1;1;5;10;3;5;2199;86;55;141;23988;723;715;24711;3687;2401;75;125
1939;5;3;0.5;5;1;1;5;10;5;3;2199;28;57;85;23991;622;516;24613;3630;2401;75;125
1937;5;3;0.5;5;1;1;5;10;5;1;2199;97;6;103;24239;500;500;24739;427;2426;50;125
1945;5;5;0.5;1;1;1;1;10;1;1;2199;0;20;20;25886;50;47;25936;1469;2591;5;5
1932;5;3;0.5;5;1;1;5;10;3;3;2199;72;86;158;23995;750;746;24745;5649;2401;75;125
1940;5;3;0.5;5;1;1;5;10;5;3;2199;64;41;105;24232;500;494;24732;2631;2426;50;125
1941;5;3;0.5;5;1;1;5;10;5;3;2199;17;66;83;23989;723;650;24712;4325;2401;75;125
1947;5;5;0.5;1;1;1;1;10;1;1;2199;0;24;24;25890;41;38;25931;1825;2591;5;5
1948;5;5;0.5;1;1;1;1;10;1;3;2199;0;12;12;25885;50;49;25935;929;2591;5;5
1949;5;5;0.5;1;1;1;1;10;1;3;2199;0;17;17;25893;49;38;25942;1250;2591;5;5
1946;5;5;0.5;1;1;1;1;10;1;1;2199;0;29;29;25899;44;39;25943;2239;2591;5;5
1950;5;5;0.5;1;1;1;1;10;1;3;2199;0;15;15;25891;45;45;25936;1145;2591;5;5
1951;5;5;0.5;1;1;1;1;10;1;5;2199;0;10;10;25892;50;47;25942;768;2591;5;5
1942;5;3;0.5;5;1;1;5;10;5;5;2199;88;17;105;23982;750;750;24732;1157;2401;75;125
1944;5;3;0.5;5;1;1;5;10;5;5;2199;32;54;86;23995;502;499;24497;3548;2401;75;125
1952;5;5;0.5;1;1;1;1;10;1;5;2199;0;8;8;25897;40;39;25937;627;2591;5;5
1943;5;3;0.5;5;1;1;5;10;5;5;2199;76;57;133;24001;750;702;24751;3710;2401;75;125
1954;5;5;0.5;1;1;1;1;10;3;1;2199;0;17;17;25887;40;38;25927;1325;2592;4;5
1953;5;5;0.5;1;1;1;1;10;1;5;2199;0;26;26;25891;49;40;25940;1974;2591;5;5
1955;5;5;0.5;1;1;1;1;10;3;1;2199;0;26;26;25894;50;40;25944;1993;2591;5;5
1958;5;5;0.5;1;1;1;1;10;3;3;2199;0;11;11;25886;41;29;25927;839;2591;5;5
1956;5;5;0.5;1;1;1;1;10;3;1;2199;0;23;23;25897;50;42;25947;1804;2591;5;5
1961;5;5;0.5;1;1;1;1;10;3;5;2199;0;9;9;25880;50;46;25930;699;2591;5;5
1960;5;5;0.5;1;1;1;1;10;3;5;2199;0;18;18;25895;46;38;25941;1312;2591;5;5
1957;5;5;0.5;1;1;1;1;10;3;3;2199;0;26;26;25887;31;25;25918;1966;2591;5;5
1959;5;5;0.5;1;1;1;1;10;3;3;2199;0;22;22;25894;50;47;25944;1648;2591;5;5
1962;5;5;0.5;1;1;1;1;10;3;5;2199;0;26;26;25897;50;29;25947;2027;2591;5;5
1963;5;5;0.5;1;1;1;1;10;5;1;2199;0;19;19;25889;50;50;25939;1451;2591;5;5
1966;5;5;0.5;1;1;1;1;10;5;3;2199;0;15;15;25895;23;21;25918;1192;2591;5;5
1965;5;5;0.5;1;1;1;1;10;5;1;2199;0;15;15;25898;40;33;25938;1164;2592;4;5
1964;5;5;0.5;1;1;1;1;10;5;1;2199;0;21;21;25885;50;40;25935;1636;2591;5;5
1968;5;5;0.5;1;1;1;1;10;5;3;2199;0;7;7;25913;40;29;25953;559;2592;4;5
1967;5;5;0.5;1;1;1;1;10;5;3;2199;0;18;18;25918;20;20;25938;1424;2594;2;5
1971;5;5;0.5;1;1;1;1;10;5;5;2199;0;21;21;25897;40;37;25937;1579;2591;5;5
1969;5;5;0.5;1;1;1;1;10;5;5;2199;0;16;16;25895;35;22;25930;1245;2591;5;5
1970;5;5;0.5;1;1;1;1;10;5;5;2199;0;22;22;25897;50;31;25947;1692;2591;5;5
1974;5;5;0.5;1;1;1;3;10;1;1;2199;2;35;37;25506;450;429;25956;2462;2551;45;5
1972;5;5;0.5;1;1;1;3;10;1;1;2199;15;37;52;25480;345;322;25825;2650;2551;45;5
1973;5;5;0.5;1;1;1;3;10;1;1;2199;12;26;38;25488;341;279;25829;1847;2551;45;5
1976;5;5;0.5;1;1;1;3;10;1;3;2199;4;27;31;25486;434;388;25920;1909;2551;45;5
1978;5;5;0.5;1;1;1;3;10;1;5;2199;1;25;26;25494;450;425;25944;1828;2551;45;5
1975;5;5;0.5;1;1;1;3;10;1;3;2199;14;33;47;25501;450;432;25951;2285;2551;45;5
1977;5;5;0.5;1;1;1;3;10;1;3;2199;22;16;38;25500;450;444;25950;1151;2551;45;5
1981;5;5;0.5;1;1;1;3;10;3;1;2199;2;30;32;25487;450;398;25937;2119;2551;45;5
1980;5;5;0.5;1;1;1;3;10;1;5;2199;9;47;56;25498;449;323;25947;3462;2551;45;5
1979;5;5;0.5;1;1;1;3;10;1;5;2199;5;39;44;25467;450;430;25917;2776;2551;45;5
1982;5;5;0.5;1;1;1;3;10;3;1;2199;2;28;30;25497;445;381;25942;2022;2551;45;5
1983;5;5;0.5;1;1;1;3;10;3;1;2199;3;35;38;25487;426;399;25913;2276;2551;45;5
1986;5;5;0.5;1;1;1;3;10;3;3;2199;2;18;20;25500;450;413;25950;1247;2551;45;5
1984;5;5;0.5;1;1;1;3;10;3;3;2199;1;24;25;25484;439;362;25923;1652;2551;45;5
1985;5;5;0.5;1;1;1;3;10;3;3;2199;2;22;24;25482;450;420;25932;1570;2551;45;5
1991;5;5;0.5;1;1;1;3;10;5;1;2199;4;16;20;25482;412;403;25894;1215;2551;45;5
1987;5;5;0.5;1;1;1;3;10;3;5;2199;17;33;50;25485;450;432;25935;2488;2551;45;5
1992;5;5;0.5;1;1;1;3;10;5;1;2199;1;24;25;25476;426;389;25902;1653;2551;45;5
1988;5;5;0.5;1;1;1;3;10;3;5;2199;7;39;46;25494;450;418;25944;2870;2551;45;5
1990;5;5;0.5;1;1;1;3;10;5;1;2199;8;28;36;25593;360;328;25953;1919;2560;36;5
1989;5;5;0.5;1;1;1;3;10;3;5;2199;16;42;58;25488;450;419;25938;3008;2551;45;5
1993;5;5;0.5;1;1;1;3;10;5;3;2199;14;48;62;25491;450;386;25941;3607;2551;45;5
1996;5;5;0.5;1;1;1;3;10;5;5;2199;0;28;28;25490;448;349;25938;2077;2551;45;5
1994;5;5;0.5;1;1;1;3;10;5;3;2199;3;54;57;25491;450;333;25941;3937;2551;45;5
1997;5;5;0.5;1;1;1;3;10;5;5;2199;1;35;36;25482;442;401;25924;2596;2551;45;5
1999;5;5;0.5;1;1;1;5;10;1;1;2199;1;24;25;24690;974;907;25664;1440;2471;125;5
1995;5;5;0.5;1;1;1;3;10;5;3;2199;31;33;64;25489;450;418;25939;2535;2551;45;5
1998;5;5;0.5;1;1;1;3;10;5;5;2199;11;35;46;25484;450;413;25934;2573;2551;45;5
2003;5;5;0.5;1;1;1;5;10;1;3;2199;34;24;58;24686;1207;1133;25893;1477;2471;125;5
2001;5;5;0.5;1;1;1;5;10;1;1;2199;14;54;68;24695;1213;1113;25908;2820;2471;125;5
2002;5;5;0.5;1;1;1;5;10;1;3;2199;2;56;58;24685;1244;1145;25929;3851;2471;125;5
2000;5;5;0.5;1;1;1;5;10;1;1;2199;31;29;60;24693;1202;1149;25895;1830;2471;125;5
2005;5;5;0.5;1;1;1;5;10;1;5;2199;9;48;57;24699;1100;1048;25799;3117;2471;125;5
2007;5;5;0.5;1;1;1;5;10;1;5;2199;18;35;53;24699;1184;1150;25883;2361;2471;125;5
2004;5;5;0.5;1;1;1;5;10;1;3;2199;23;42;65;24691;1206;1111;25897;2608;2471;125;5
2008;5;5;0.5;1;1;1;5;10;3;1;2199;16;34;50;24688;1073;934;25761;1885;2471;125;5
2011;5;5;0.5;1;1;1;5;10;3;3;2199;14;32;46;25196;750;703;25946;2176;2521;75;5
2009;5;5;0.5;1;1;1;5;10;3;1;2199;21;38;59;24677;1200;1114;25877;2468;2471;125;5
2006;5;5;0.5;1;1;1;5;10;1;5;2199;25;36;61;24690;1238;1106;25928;2419;2471;125;5
2010;5;5;0.5;1;1;1;5;10;3;1;2199;45;21;66;24690;1180;1090;25870;1463;2471;125;5
2012;5;5;0.5;1;1;1;5;10;3;3;2199;16;28;44;24685;1229;1133;25914;1827;2471;125;5
2013;5;5;0.5;1;1;1;5;10;3;3;2199;7;44;51;24696;1198;1137;25894;2960;2471;125;5
2015;5;5;0.5;1;1;1;5;10;3;5;2199;11;53;64;24684;1163;1025;25847;3795;2471;125;5
2014;5;5;0.5;1;1;1;5;10;3;5;2199;8;52;60;24698;1210;1148;25908;3610;2471;125;5
2018;5;5;0.5;1;1;1;5;10;5;1;2199;10;34;44;24685;1215;1134;25900;2163;2471;125;5
2016;5;5;0.5;1;1;1;5;10;3;5;2199;48;25;73;24690;1245;1028;25935;1781;2471;125;5
2017;5;5;0.5;1;1;1;5;10;5;1;2199;22;40;62;24687;1220;1148;25907;2796;2471;125;5
2022;5;5;0.5;1;1;1;5;10;5;3;2199;18;37;55;24688;1202;1154;25890;2523;2471;125;5
2019;5;5;0.5;1;1;1;5;10;5;1;2199;20;33;53;24692;1198;1124;25890;2288;2471;125;5
2020;5;5;0.5;1;1;1;5;10;5;3;2199;12;48;60;24691;1007;748;25698;3369;2471;125;5
2027;5;5;0.5;3;1;1;1;10;1;1;2199;0;2;2;25489;50;30;25539;118;2551;5;45
2021;5;5;0.5;1;1;1;5;10;5;3;2199;14;50;64;24700;1214;1033;25914;3601;2471;125;5
2026;5;5;0.5;3;1;1;1;10;1;1;2199;0;3;3;25495;42;39;25537;190;2551;5;45
2028;5;5;0.5;3;1;1;1;10;1;1;2199;0;3;3;25494;40;39;25534;208;2551;5;45
2023;5;5;0.5;1;1;1;5;10;5;5;2199;6;39;45;25192;657;607;25849;2780;2521;75;5
2024;5;5;0.5;1;1;1;5;10;5;5;2199;2;40;42;25181;686;671;25867;2823;2521;75;5
2029;5;5;0.5;3;1;1;1;10;1;3;2199;0;7;7;25488;50;44;25538;519;2551;5;45
2030;5;5;0.5;3;1;1;1;10;1;3;2199;0;4;4;25501;50;48;25551;282;2551;5;45
2025;5;5;0.5;1;1;1;5;10;5;5;2199;15;43;58;24694;1176;971;25870;3095;2471;125;5
2031;5;5;0.5;3;1;1;1;10;1;3;2199;0;6;6;25494;30;30;25524;432;2551;5;45
2036;5;5;0.5;3;1;1;1;10;3;1;2199;0;2;2;25497;40;40;25537;125;2552;4;45
2033;5;5;0.5;3;1;1;1;10;1;5;2199;0;5;5;25492;42;37;25534;354;2551;5;45
2035;5;5;0.5;3;1;1;1;10;3;1;2199;0;5;5;25550;0;0;25550;349;2556;0;45
2032;5;5;0.5;3;1;1;1;10;1;5;2199;0;11;11;25495;44;39;25539;783;2551;5;45
2034;5;5;0.5;3;1;1;1;10;1;5;2199;0;5;5;25495;50;37;25545;325;2551;5;45
2037;5;5;0.5;3;1;1;1;10;3;1;2199;0;7;7;25481;25;23;25506;475;2551;5;45
2039;5;5;0.5;3;1;1;1;10;3;3;2199;0;5;5;25482;35;30;25517;368;2551;5;45
2038;5;5;0.5;3;1;1;1;10;3;3;2199;0;5;5;25494;50;37;25544;356;2551;5;45
2040;5;5;0.5;3;1;1;1;10;3;3;2199;0;5;5;25489;50;49;25539;336;2551;5;45
2042;5;5;0.5;3;1;1;1;10;3;5;2199;0;8;8;25486;41;41;25527;592;2551;5;45
2041;5;5;0.5;3;1;1;1;10;3;5;2199;0;8;8;25492;49;47;25541;570;2551;5;45
2043;5;5;0.5;3;1;1;1;10;3;5;2199;0;4;4;25492;50;29;25542;276;2551;5;45
2047;5;5;0.5;3;1;1;1;10;5;3;2199;0;4;4;25495;20;20;25515;299;2552;4;45
2044;5;5;0.5;3;1;1;1;10;5;1;2199;0;4;4;25531;10;9;25541;307;2555;1;45
2046;5;5;0.5;3;1;1;1;10;5;1;2199;0;9;9;25516;21;20;25537;675;2553;3;45
2048;5;5;0.5;3;1;1;1;10;5;3;2199;0;3;3;25508;20;17;25528;211;2554;2;45
2049;5;5;0.5;3;1;1;1;10;5;3;2199;0;4;4;25493;30;29;25523;316;2553;3;45
2045;5;5;0.5;3;1;1;1;10;5;1;2199;0;15;15;25507;14;10;25521;1076;2552;4;45
2051;5;5;0.5;3;1;1;1;10;5;5;2199;0;7;7;25494;35;30;25529;502;2551;5;45
2050;5;5;0.5;3;1;1;1;10;5;5;2199;0;4;4;25496;40;40;25536;265;2551;5;45
2052;5;5;0.5;3;1;1;1;10;5;5;2199;0;4;4;25494;40;28;25534;303;2551;5;45
2053;5;5;0.5;3;1;1;3;10;1;1;2199;0;33;33;25094;429;385;25523;2213;2511;45;45
2058;5;5;0.5;3;1;1;3;10;1;3;2199;1;30;31;25186;360;340;25546;1949;2520;36;45
